"","KENYA_30_SAMPLE_POOL_20M","KENYA_30_SAMPLE_POOL_50M","KENYA_30_SAMPLE_POOL","KENYA_POP_POOL_20M","KENYA_POP_POOL_50M","UK_30_SAMPLE_POOL_20M","UK_30_SAMPLE_POOL_50M","UK_30_SAMPLE_POOL","UK_POP_POOL_20M","UK_POP_POOL_50M"
"ARO:3000190",14.315105369515,35.9078338553531,119.277880604797,23.8048231792717,60.0640478209812,12.6633507853403,30.6797130257212,111.984118656587,6.44624864237757,16.9003468208092
"ARO:3000191",28.2585395136778,70.0185714285714,260.157319148936,32.5101899696049,78.6083044579534,29.8456540020263,73.3987234042553,264.879223910841,21.0635724417427,49.2379939209726
"ARO:3000192",0,1.00470661218325,0.749412737299499,0.837753641491959,1.01290106834222,0.52622716174118,0.629367685442452,0.89154045062032,1.68880948017836,2.45695370483888
"ARO:3000193",2.77994526013368,6.53118977968447,24.511756106538,5.02320914590853,14.9917516345517,1.54923467806903,0.889332762638512,1.78184770840852,0,0.953755735423004
"ARO:3000194",22.1679458734456,52.8363830321285,190.773928357314,32.0948054885404,77.0738549187726,22.8722571942446,54.8499899719214,197.119784172662,18.0240971803378,43.4959336141195
"ARO:3000195",0,0.902898752489271,1.27554826087912,0.950679292468072,1.42179956279298,0.500389565030494,0.997420810832595,0.748568234736818,1.00077913006099,0
"ARO:3000196",3.1793550262945,5.54810052306867,16.4135359375,2.7780297532656,5.11345029239766,1.72104499619482,3.63747992505353,14.0268541666667,1.38671875,4.8476374452954
"ARO:3000205",3.70698827159801,8.99579753032059,30.1919044049278,3.02969005845517,4.9537754075588,7.89764804620641,16.6249259705184,66.3618315559062,1.79349356727249,8.57269705996798
"ARO:3000206",24.1642518939394,56.7764583333333,223.553850378788,16.9019678030303,43.1533115530303,50.1641306818182,122.076115530303,427.651416666667,54.9364204545455,134.931300189394
"ARO:3000215",0,0,0.997122398447434,0,0.745963315569926,0.822046680612132,0.968952361177799,2.44472098668079,0.642883207761822,1.03094735284044
"ARO:3000216",26.8158222222222,64.6646,246.018765714286,19.93624,50.3225047619048,66.6144488888889,169.135573333333,606.822462857143,91.0939555555556,234.024033333333
"ARO:3000230",0,0,0.999245014877648,0,1.67971853365112,0,0,0,0,1.59663137840705
"ARO:3000237",28.0228602150538,68.1123991935484,244.435389784946,19.3982204301075,53.8535215053763,66.2410483870968,159.538586021505,584.485836693548,94.4911068548387,244.015778225806
"ARO:3000250",0,0,0,1.0030289488058,1.38067061143984,0.694226408512123,2.06606502622258,6.01999841293888,1.60186064795099,1.43948601662887
"ARO:3000251",0,0,0,0,0,0,0.6581961625711,1.11638789831762,1.00244596816232,1.00183842515131
"ARO:3000254",16.0230151331092,35.6011024960001,143.019013024156,12.9853529592816,29.6424675605962,27.6662900468912,76.3845227341162,258.296680372396,28.8670005247117,75.6011348048385
"ARO:3000263",24.7656354166667,65.8514765625,246.616643229167,20.3919661458333,44.2591796875,80.4218125,199.1670625,739.8223984375,92.6546614583333,239.997411458333
"ARO:3000300",1.00200400801603,0.995323981295925,1.43238716238447,0.998595831118018,0.685515850677635,3.75484727416617,5.01555718071214,21.0318293669341,4.99151669513082,9.2061971541494
"ARO:3000316",14.768233995585,32.1009867549669,120.221666666667,50.6508013245033,128.155065121413,31.5904812362031,75.7102693156733,272.862392935982,72.9363443708609,183.390470198676
"ARO:3000318",7.04983295182642,10.1090929550453,53.1947064989518,9.45477390423036,14.7730042502625,8.80050738897249,23.1459119496855,73.862447257384,14.8968529081956,25.3397155646212
"ARO:3000319",0,0,0,0,0,0,0,0,0.998003992015968,0
"ARO:3000347",0,0.539257981018119,1.09338564039625,0,0,0,0.999600159936026,2.25955245278314,0,1.4164840976052
"ARO:3000368",0.998961080476305,0.861245001114121,2.06548347613219,0,0.998807394156231,0,0,0.802572526788207,0,0.897831879844961
"ARO:3000375",2.17376574240418,4.10901013622752,17.9587496594694,3.47403927303417,3.69774654172245,6.18290957424002,14.8858330650309,59.0901928959361,6.4754825039673,18.0707561918118
"ARO:3000377",5.81209443306011,11.0600525534938,44.2696004680709,1.14781563331287,2.41533995376208,0,1.71677646280253,4.04660263251512,0.750749074967825,1.00263781223084
"ARO:3000378",4.45803046297693,11.7486843733143,43.1046225053614,1.59970891890663,2.40633021586121,1.05686778614684,1.59805373844407,4.16726659290301,0.750681144121048,0.773814071951608
