	CARD_KENYA_30_SAMPLE_POOL_20M	CARD_KENYA_30_SAMPLE_POOL_50M	CARD_KENYA_30_SAMPLE_POOL	CARD_KENYA_POP_POOL_20M	CARD_KENYA_POP_POOL_50M	CARD_UK_30_SAMPLE_POOL_20M	CARD_UK_30_SAMPLE_POOL_50M	CARD_UK_30_SAMPLE_POOL	CARD_UK_POP_POOL_20M	CARD_UK_POP_POOL_50M
3002847_AF078527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001265_AF079138.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000598_AF079138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004118_AF079766	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002892_AF079900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000850_AF090141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000561_AF090987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000934_AF091113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000882_AF093512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002256_AF099139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002826_AF099140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000922_AF104441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000923_AF104442	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3001077_AF117743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001078_AF117744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001079_AF117745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001080_AF117746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001081_AF117747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003002_AF118110.1	3.0	17.0	58.0	8.0	23.0	4.0	8.0	38.0	1.0	10.0
3000183_AF121000.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0
3001076_AF132290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000174_AF133139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002244_AF135373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002605_AF137361	4.0	5.0	27.0	44.0	115.0	150.0	377.0	1408.0	382.0	900.0
3002570_AF140221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000959_AF143804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002569_AF144880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003202_AF148067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001060_AF148851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002925_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002936_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002958_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002963_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002945_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002908_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002952_AF155139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002330_AF156486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002694_AF156486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002602_AF156486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000938_AF157553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000368_AF162694	2.0	4.0	12.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0
3002966_AF162694	3.0	1.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
3002970_AF162694	1.0	5.0	16.0	1.0	2.0	0.0	2.0	10.0	5.0	4.0
3002922_AF162694	2.0	3.0	9.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0
3002933_AF162694	2.0	3.0	9.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0
3002596_AF162771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001072_AF164577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002019_AF167990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003744_AF170730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002522_AF170880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003066_AF173226.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003051_AF173226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003052_AF173226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003053_AF173226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003067_AF173226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003014_AF174129	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
3001872_AF174129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001816_AF180952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001817_AF180958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	43.0
3004680_AF182845.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000936_AF188199	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
3001871_AF189721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000946_AF190692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000944_AF190693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000942_AF190694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000849_AF197943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001420_AF201826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001421_AF201827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001422_AF201828.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000937_AF203816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001405_AF205943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001083_AF208796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002257_AF219127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002258_AF219130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002259_AF219131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002260_AF219135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003309_AF222894.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
3001073_AF226622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001084_AF227204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000616_AF227521.1	0.0	0.0	1.0	0.0	12.0	0.0	0.0	6.0	0.0	3.0
3001423_AF231133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002705_AF231986	1.0	4.0	14.0	0.0	0.0	0.0	2.0	8.0	14.0	48.0
3003318_AF235050.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000375_AF242872.1	8.0	18.0	84.0	13.0	17.0	27.0	73.0	293.0	30.0	82.0
3002844_AF242872	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002195_AF244145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000954_AF250872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004659_AF251288.1	1.0	2.0	8.0	6.0	13.0	28.0	52.0	208.0	17.0	49.0
3001877_AF252622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001876_AF252623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002133_AF259520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002583_AF263519.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002380_AF275256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002196_AF290912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001085_AF293345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002696_AF294653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001425_AF294653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001086_AF299299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002273_AF300454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001430_AF300985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001087_AF301532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001875_AF305837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004448_AF311385.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002240_AF313471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002639_AF313472	388.0	1046.0	3984.0	366.0	881.0	190.0	463.0	1643.0	472.0	1238.0
3002819_AF313494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001426_AF315351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001429_AF315786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002271_AF317511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002198_AF318077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000604_AF319779.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003561_AF321608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002199_AF322577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002378_AF324833.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003712_AF324834.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001881_AF325134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002331_AF326355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002337_AF329699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000931_AF332513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003385_AF335467	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	0.0
3004629_AF337947.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002635_AF337947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
3000947_AF347054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001428_AF350424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000957_AF351241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000481_AF353562.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002600_AF355189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002021_AF357597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002022_AF357599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002843_AF368302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000774_AF370885.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000775_AF370885.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001768_AF371964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002313_AF395881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004669_AF403298.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003206_AF408195.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002246_AF409092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000842_AF416700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000948_AF427127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000949_AF427128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000950_AF427129	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0
3000951_AF427130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004294_AF440406.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000843_AF441286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000844_AF441287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002577_AF445082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002478_AF452105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002598_AF453998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002681_AF462019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000605_AF462611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000168_AF467077.1	12.0	33.0	128.0	22.0	53.0	0.0	0.0	0.0	24.0	62.0
3001094_AF467947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001095_AF467948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3000974_AF468003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003297_AF469609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003003_AF472622	11.0	19.0	75.0	5.0	15.0	7.0	20.0	99.0	6.0	19.0
3002397_AF473577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003688_AF482691.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001885_AF488377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002409_AF491278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000964_AF495873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000971_AF506748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3004456_AF507977.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001419_AF509241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000967_AF516719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000968_AF516720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001887_AF518567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001808_AF525303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000879_AF527798.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
3000165_AF534183.1	318.0	746.0	2746.0	271.0	669.0	185.0	521.0	1837.0	651.0	1594.0
3003047_AF535087	0.0	0.0	0.0	0.0	0.0	3.0	7.0	10.0	0.0	1.0
3000978_AF535127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001098_AF535128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001099_AF535129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001100_AF535130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002871_AF540889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001103_AF547625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002601_AF550679.1	1.0	4.0	13.0	2.0	5.0	5.0	21.0	48.0	2.0	11.0
3004145_AFRQ01000061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004142_AFRQ01000061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004144_AFRQ01000061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004143_AFRQ01000061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004661_AHLO01000073.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002875_AIIS01000002.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000343_AJ000283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001869_AJ005044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001870_AJ005045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004359_AJ007350.1	6.0	20.0	67.0	17.0	34.0	1.0	1.0	3.0	4.0	5.0
3004592_AJ009971.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003847_AJ009979.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002018_AJ011291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002017_AJ011293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001074_AJ011428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004122_AJ011502.1	8.0	21.0	73.0	3.0	5.0	14.0	24.0	81.0	7.0	20.0
3000939_AJ012256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001815_AJ133121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3000194_AJ222769.3	241.0	574.0	2081.0	348.0	837.0	248.0	596.0	2144.0	195.0	472.0
3002192_AJ223604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002678_AJ223604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001303_AJ223970.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000463_AJ223970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002836_AJ238249.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000935_AJ239002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002193_AJ243491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000476_AJ250203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000851_AJ250876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003056_AJ252200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003057_AJ252200	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
3003055_AJ252200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000582_AJ272109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002183_AJ276453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000952_AJ277414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000953_AJ277415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002158_AJ277535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002515_AJ295340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002516_AJ295341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002517_AJ295342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002518_AJ295343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002519_AJ295344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002520_AJ295345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003374_AJ306389.1	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	0.0
3000855_AJ308331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000962_AJ308558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001612_AJ309734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003015_AJ310778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000599_AJ313523.1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0
3004041_AJ318073.1	7.0	21.0	70.0	6.0	11.0	11.0	18.0	89.0	10.0	37.0
3000960_AJ318093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000961_AJ318094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001424_AJ400619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002514_AJ401618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001882_AJ416344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001883_AJ416346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3000478_AJ420072.1	0.0	1.0	1.0	1.0	1.0	2.0	7.0	14.0	0.0	3.0
3002203_AJ420864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000900_AJ437107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002691_AJ487033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001769_AJ488302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001770_AJ488303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003793_AJ492820.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002531_AJ511268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000197_AJ514254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001794_AJ519683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002277_AJ536835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003094_AJ548797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002704_AJ549214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001890_AJ549244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002204_AJ550807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002026_AJ555823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002025_AJ555825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001894_AJ557142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002839_AJ561197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001893_AJ567481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003835_AJ574887.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003851_AJ575184.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003111_AJ579365.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002207_AJ584652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002599_AJ584652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002589_AJ584700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002590_AJ584701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
3003016_AJ605332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000845_AJ620678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001771_AJ631966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001772_AJ632249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000999_AJ634602.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002418_AJ635401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002434_AJ635402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002463_AJ635403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002419_AJ635404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002462_AJ635406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002461_AJ635417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002445_AJ635420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002458_AJ635424	0.0	0.0	0.0	0.0	0.0	8.0	15.0	53.0	2.0	5.0
3002457_AJ635425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003203_AJ698325.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002160_AJ703795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
