	CARD_KENYA_30_SAMPLE_POOL_20M	CARD_KENYA_30_SAMPLE_POOL_50M	CARD_KENYA_30_SAMPLE_POOL	CARD_KENYA_POP_POOL_20M	CARD_KENYA_POP_POOL_50M	CARD_UK_30_SAMPLE_POOL_20M	CARD_UK_30_SAMPLE_POOL_50M	CARD_UK_30_SAMPLE_POOL	CARD_UK_POP_POOL_20M	CARD_UK_POP_POOL_50M
3001956_AJ704396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000993_AJ746225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002400_AJ746227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003019_AJ746361	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3002027_AJ781421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002620_AJ809407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3001798_AJ854182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001111_AJ863560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001116_AJ866284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001117_AJ866285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000994_AJ866988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004640_AJ867237.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002390_AJ871865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002396_AJ871866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002411_AJ871869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
3002412_AJ871871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002413_AJ871874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002414_AJ871875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002415_AJ871876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002416_AJ871877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3003110_AJ878850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002614_AJ884726.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001071_AJ920369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002856_AJ972619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003059_AL009126.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003063_AL009126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003064_AL009126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003324_AL009126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002627_AL009126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000526_AL111168.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003789_AL111168.1	1.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
3004721_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004184_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004135_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003283_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003455_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003461_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003392_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004157_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004153_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002525_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003955_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000816_AL123456.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003393_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000392_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003463_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003448_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003451_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003326_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003295_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003394_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003035_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003470_AL123456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003389_AL450380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003304_AL450380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003298_AL450380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003284_AL450380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003382_AL513382.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000873_AL513383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003479_AL513383	120.0	309.0	1100.0	95.0	263.0	218.0	452.0	1665.0	140.0	358.0
3002527_AL583926.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003770_AL591981.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002914_AL939117.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004704_AM040708.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001007_AM049399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002420_AM051140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002421_AM051142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002422_AM051143	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3002423_AM051144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002424_AM051146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002425_AM051147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002426_AM051148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002427_AM051149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002435_AM051151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002436_AM051152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002437_AM051153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002440_AM051156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002441_AM051157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002442_AM051159	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002443_AM051160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002444_AM051161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001822_AM076977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002622_AM087405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002274_AM087411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002606_AM087411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001138_AM087453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001015_AM087454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002262_AM087455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001125_AM176546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001126_AM176547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001127_AM176548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001128_AM176549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001129_AM176550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001130_AM176551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001131_AM176552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001132_AM176553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001133_AM176554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001134_AM176555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001135_AM176556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001136_AM176557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001137_AM176558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003995_AM180355.1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001017_AM183304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001650_AM231719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001438_AM231720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003071_AM260957.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002619_AM261837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0
3001646_AM279652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002585_AM283489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003867_AM283518.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003865_AM283520.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003864_AM283521.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003863_AM283522.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003862_AM283523.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003861_AM283524.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003860_AM283525.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003859_AM283526.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003858_AM283527.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003857_AM283528.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003856_AM283529.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001001_AM286274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003854_AM293332.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002699_AM296481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002857_AM403715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003441_AM408573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003779_AM408590.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001921_AM411407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004146_AM412317.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001439_AM412777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000567_AM419751	44.0	93.0	381.0	50.0	121.0	13.0	33.0	139.0	22.0	53.0
3004605_AM709783.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002726_AM774474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002288_AM778091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000886_AM849805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002465_AM850908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002466_AM850909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002467_AM850910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002468_AM850911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002469_AM850912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002470_AM850913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002471_AM850914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002428_AM850915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002429_AM850916	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002439_AM850917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002438_AM850918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002450_AM850919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002451_AM850920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002452_AM850921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002453_AM850922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000860_AM886293.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002732_AM919398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002733_AM919399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002049_AM931008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003017_AM932669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001811_AM932669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001022_AM941159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001336_AM941844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001337_AM941845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001338_AM941846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001155_AM941847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001156_AM941848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001937_AM982520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001938_AM982521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001939_AM982522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000186_AM990992.1	269.0	618.0	2281.0	476.0	1231.0	433.0	1119.0	3950.0	310.0	773.0
3001451_AM991978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004552_AM997279.2	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
3000853_AM998375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000501_AP006618.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002816_AP006627.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004670_AP006717.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004580_AP006725.1	0.0	6.0	28.0	1.0	4.0	2.0	9.0	29.0	7.0	15.0
3004583_AP006725.1	5.0	7.0	32.0	1.0	4.0	2.0	2.0	13.0	6.0	10.0
3003724_AP008230.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003728_AP008230.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002815_AP008955.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000263_AP009048.1	68.0	181.0	677.0	55.0	123.0	222.0	552.0	2049.0	253.0	662.0
3000828_AP009048.1	91.0	229.0	840.0	54.0	166.0	179.0	447.0	1590.0	186.0	557.0
3000491_AP009048.1	361.0	1070.0	3716.0	350.0	887.0	1201.0	2925.0	10620.0	1832.0	4542.0
3000508_AP009048.1	112.0	281.0	1073.0	81.0	185.0	31.0	32.0	186.0	142.0	368.0
3003316_AP009048.1	198.0	572.0	2074.0	175.0	421.0	693.0	1768.0	6400.0	804.0	2004.0
3000795_AP009048.1	265.0	678.0	2528.0	225.0	578.0	560.0	1337.0	4880.0	840.0	2026.0
3000518_AP009048.1	113.0	287.0	1085.0	105.0	255.0	337.0	800.0	3013.0	448.0	1065.0
3003550_AP009048.1	179.0	444.0	1605.0	191.0	461.0	242.0	582.0	2135.0	644.0	1494.0
3003549_AP009048.1	282.0	749.0	2649.0	302.0	653.0	364.0	934.0	3291.0	781.0	1940.0
3003548_AP009048.1	111.0	290.0	1175.0	143.0	312.0	317.0	754.0	2588.0	507.0	1207.0
3000829_AP009048	234.0	581.0	2150.0	179.0	445.0	548.0	1374.0	4816.0	671.0	1554.0
3000027_AP009048	163.0	436.0	1640.0	118.0	317.0	263.0	638.0	2307.0	437.0	1049.0
3003303_AP009048	569.0	1386.0	5321.0	591.0	1348.0	965.0	2527.0	9191.0	1725.0	4431.0
3003576_AP009048	401.0	955.0	3463.0	305.0	799.0	630.0	1661.0	5721.0	802.0	2018.0
3004480_AP009256	3.0	20.0	82.0	7.0	20.0	8.0	26.0	79.0	13.0	23.0
3003920_AP009380.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004612_AP012030.1	183.0	433.0	1573.0	138.0	345.0	336.0	777.0	2788.0	412.0	1128.0
3003204_AP014611.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003200_AP014611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001751_APOH01000009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004091_APOM01000001.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004090_APPC01000022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004087_APPN01000061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004479_AQFM01000048.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001730_ASQG01000007.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001741_ASQH01000019.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004597_ASTU01000063.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0
3004086_ATGI01000028.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004478_ATGI01000038.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001874_AY005110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002159_AY007369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001431_AY007784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001427_AY008291	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004239_AY027589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000955_AY027590	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002371_AY027870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000840_AY028464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001879_AY029068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001880_AY033516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002200_AY033653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004568_AY034138.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002312_AY034847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001092_AY036620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001090_AY037778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002455_AY037780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000956_AY039040	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000965_AY040093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000167_AY043299.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3001878_AY044436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003552_AY047358	0.0	0.0	0.0	0.0	0.0	2.0	12.0	29.0	0.0	2.0
3002403_AY055205	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	8.0
3000412_AY055428.1	972.0	2333.0	8716.0	598.0	1646.0	323.0	871.0	2994.0	862.0	2017.0
3001101_AY065991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001093_AY070258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000973_AY072920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002410_AY077481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002391_AY077482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3002392_AY077483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002401_AY077485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002398_AY077488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001096_AY079099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001884_AY080894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002923_AY082011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002957_AY082011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002944_AY082011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000005_AY082011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003070_AY082011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3000963_AY092401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000969_AY101578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000970_AY101764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003093_AY112998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002625_AY114142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002695_AY115475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002680_AY123251.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002594_AY123251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000980_AY130282	0.0	0.0	2.0	0.0	5.0	0.0	1.0	6.0	2.0	2.0
3000941_AY130284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000981_AY130285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002475_AY130286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002472_AY130287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002582_AY136758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002604_AY138986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001775_AY139598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002608_AY139603	6.0	20.0	88.0	3.0	13.0	28.0	54.0	207.0	8.0	17.0
3001886_AY143430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002275_AY144612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001097_AY150585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003785_AY152390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000601_AY154657.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001889_AY156923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001888_AY157676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004642_AY162283.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002276_AY165025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003970_AY168442.1	0.0	5.0	15.0	2.0	3.0	0.0	0.0	4.0	1.0	6.0
3002618_AY171244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003848_AY177427.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002247_AY178993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003849_AY178995.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003850_AY178996.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
